,compliance
285571,0.055715267161127756
288157,0.10845894705286582
285591,0.05444157666142276
285128,0.05444157666142276
285679,0.33029369071846376
288224,0.22899528079462916
285384,0.7390665685282712
285671,0.059918565958315365
285672,0.05444157666142276
285560,0.06494855293874302
285558,0.055715267161127756
285857,0.05444157666142276
285356,0.059918565958315365
285431,0.24063658960666778
285382,0.05444157666142276
285355,0.05444157666142276
286295,0.06494855293874302
285429,0.05444157666142276
285554,0.06494855293874302
285552,0.055715267161127756
285948,0.05444157666142276
285446,0.059918565958315365
285441,0.10845894705286582
285391,0.05444157666142276
285859,0.05947156364185043
285371,0.055715267161127756
285388,0.05444157666142276
285858,0.05444157666142276
285951,0.05444157666142276
286073,0.055715267161127756
286068,0.05947156364185043
285436,0.059918565958315365
286079,0.05947156364185043
285953,0.05444157666142276
285439,0.059918565958315365
285731,0.05444157666142276
288096,0.06494855293874302
285461,0.09853763110912486
285468,0.05444157666142276
285868,0.05444157666142276
285415,0.05444157666142276
285963,0.05444157666142276
285438,0.05444157666142276
285698,0.05444157666142276
285700,0.059918565958315365
285711,0.059918565958315365
285709,0.05444157666142276
285390,0.05444157666142276
285854,0.05444157666142276
285873,0.5794898405986155
288077,0.059918565958315365
285437,0.05444157666142276
288082,0.059918565958315365
285600,0.059918565958315365
285598,0.05444157666142276
285510,0.16673232663103116
286462,0.10373188164062637
285603,0.05444157666142276
285667,0.055715267161127756
285721,0.059918565958315365
285719,0.05444157666142276
285511,0.059918565958315365
285506,0.059918565958315365
285602,0.07245647510860467
285601,0.05444157666142276
288090,0.059918565958315365
285398,0.05444157666142276
288094,0.06494855293874302
285599,0.05444157666142276
285409,0.05444157666142276
285507,0.059918565958315365
285728,0.09853763110912486
285855,0.05444157666142276
285989,0.33029369071846376
285703,0.05444157666142276
285706,0.059918565958315365
285397,0.05444157666142276
285686,0.05444157666142276
285682,0.059918565958315365
285688,0.07245647510860467
285404,0.05444157666142276
285417,0.05444157666142276
285413,0.05444157666142276
285435,0.05444157666142276
285407,0.05444157666142276
286290,0.06218264856019873
286291,0.061192256458020344
285410,0.05444157666142276
285509,0.059918565958315365
285376,0.05444157666142276
285891,0.24063658960666778
285964,0.05444157666142276
286088,0.059918565958315365
288289,0.22899528079462916
285794,0.05947156364185043
286143,0.059918565958315365
288097,0.059918565958315365
286145,0.059918565958315365
285471,0.05444157666142276
286455,0.05444157666142276
288247,0.11365319758436736
286097,0.05444157666142276
285789,0.055715267161127756
285400,0.05444157666142276
285788,0.055715267161127756
285856,0.05444157666142276
286096,0.05444157666142276
288296,0.059918565958315365
285401,0.05444157666142276
288098,0.19399346420371516
288299,0.059918565958315365
288099,0.059918565958315365
288105,0.059918565958315365
285792,0.06494855293874302
285791,0.055715267161127756
288139,0.059918565958315365
285984,0.059918565958315365
285793,0.055715267161127756
285786,0.055715267161127756
288102,0.06494855293874302
286075,0.05444157666142276
286069,0.05444157666142276
286066,0.05444157666142276
286078,0.05444157666142276
285941,0.36529550730937776
286070,0.05444157666142276
285402,0.05444157666142276
285979,0.33029369071846376
285433,0.05444157666142276
285805,0.08617145305158268
286028,0.06443761811583537
285383,0.05444157666142276
286071,0.05444157666142276
285395,0.05444157666142276
285334,0.059918565958315365
285399,0.05444157666142276
288136,0.22899528079462916
286296,0.06494855293874302
286297,0.061192256458020344
286299,0.2158475302699947
288152,0.059918565958315365
288302,0.059918565958315365
286067,0.05444157666142276
288146,0.19399346420371516
285876,0.05444157666142276
288310,0.22899528079462916
285944,0.05947156364185043
285500,0.05444157666142276
288191,0.059918565958315365
288306,0.06494855293874302
288176,0.059918565958315365
288185,0.059918565958315365
286150,0.05444157666142276
288308,0.059918565958315365
286157,0.05444157666142276
288168,0.059918565958315365
286148,0.05444157666142276
285971,0.09853763110912486
288209,0.059918565958315365
285871,0.48647152328967047
285870,0.7362403068393661
286203,0.05444157666142276
285939,0.055715267161127756
285946,0.05444157666142276
285932,0.10373188164062637
285997,0.05444157666142276
285949,0.05444157666142276
285664,0.06898431262415725
286206,0.05444157666142276
285972,0.05444157666142276
286000,0.05444157666142276
288204,0.059918565958315365
288513,0.22899528079462916
288223,0.059918565958315365
286125,0.05444157666142276
286213,0.059918565958315365
286121,0.05444157666142276
285909,0.05444157666142276
286112,0.05444157666142276
288538,0.059918565958315365
288225,0.10845894705286582
286132,0.05444157666142276
288219,0.19399346420371516
288217,0.19399346420371516
288540,0.059918565958315365
286133,0.33029369071846376
285860,0.05444157666142276
286396,0.05444157666142276
285852,0.24063658960666778
286129,0.05444157666142276
286761,0.05444157666142276
286124,0.05444157666142276
288222,0.059918565958315365
285853,0.05444157666142276
286149,0.24063658960666778
288233,0.19399346420371516
286173,0.05444157666142276
285892,0.059918565958315365
285889,0.05444157666142276
285894,0.059918565958315365
285893,0.05444157666142276
285890,0.05444157666142276
286472,0.05444157666142276
285905,0.059918565958315365
285904,0.05444157666142276
288226,0.059918565958315365
286174,0.05444157666142276
285887,0.05444157666142276
288230,0.059918565958315365
285898,0.05444157666142276
285900,0.059918565958315365
285899,0.07245647510860467
286158,0.24063658960666778
285879,0.05444157666142276
285907,0.05444157666142276
285945,0.05444157666142276
287005,0.07571191784113766
285881,0.05444157666142276
286483,0.05444157666142276
286473,0.05444157666142276
288228,0.059918565958315365
286471,0.05444157666142276
285888,0.07571191784113766
288229,0.19399346420371516
286156,0.05444157666142276
285801,0.059918565958315365
286190,0.05444157666142276
286140,0.05444157666142276
285883,0.05444157666142276
286030,0.33029369071846376
285910,0.059918565958315365
285908,0.05444157666142276
285901,0.059918565958315365
285902,0.05444157666142276
285903,0.059918565958315365
286332,0.059918565958315365
288542,0.059918565958315365
286027,0.05444157666142276
288418,0.059918565958315365
288419,0.05444157666142276
288235,0.059918565958315365
286955,0.08523634905784279
288417,0.48647152328967047
286957,0.11528653218403777
286953,0.18280015786562975
286115,0.059918565958315365
288405,0.059918565958315365
286130,0.05444157666142276
286172,0.05444157666142276
286114,0.059918565958315365
286170,0.05444157666142276
286167,0.06898431262415725
286166,0.06898431262415725
286168,0.05444157666142276
286186,0.055715267161127756
286175,0.09853763110912486
286956,0.24063658960666778
288398,0.05444157666142276
288400,0.059918565958315365
286997,0.33029369071846376
286996,0.22619926830546114
288244,0.19399346420371516
286128,0.059918565958315365
286105,0.05444157666142276
288412,0.059918565958315365
288236,0.10845894705286582
288234,0.059918565958315365
288241,0.059918565958315365
286176,0.05444157666142276
286169,0.05444157666142276
286107,0.05444157666142276
288402,0.06898431262415725
288401,0.06898431262415725
288407,0.10845894705286582
288411,0.10845894705286582
286188,0.07401429960458492
286187,0.055715267161127756
285806,0.06548766095857411
285807,0.14089771710191523
285809,0.07571191784113766
286209,0.05444157666142276
286212,0.07976384151958621
285965,0.05444157666142276
286801,0.05444157666142276
286211,0.06898431262415725
286241,0.05444157666142276
286242,0.22619926830546114
285864,0.24063658960666778
285865,0.19399346420371516
286802,0.05444157666142276
286031,0.09853763110912486
286138,0.05444157666142276
286002,0.05444157666142276
285940,0.055715267161127756
286979,0.06898431262415725
286977,0.06898431262415725
285956,0.05444157666142276
288341,0.22899528079462916
285970,0.05444157666142276
286033,0.05444157666142276
285967,0.05444157666142276
285968,0.10845894705286582
286159,0.05444157666142276
285937,0.05947156364185043
285966,0.05444157666142276
286147,0.059918565958315365
286146,0.05444157666142276
286032,0.05444157666142276
285869,0.059918565958315365
285866,0.05444157666142276
285867,0.059918565958315365
286135,0.33029369071846376
288409,0.059918565958315365
286137,0.05444157666142276
286136,0.05444157666142276
286969,0.7362403068393661
285975,0.05444157666142276
286976,0.06898431262415725
286974,0.06898431262415725
285958,0.05444157666142276
286001,0.059918565958315365
285999,0.05444157666142276
286800,0.05444157666142276
286134,0.24063658960666778
286108,0.055715267161127756
288345,0.19399346420371516
286113,0.05444157666142276
286110,0.05444157666142276
286228,0.055715267161127756
286234,0.055715267161127756
286094,0.059918565958315365
286205,0.059918565958315365
286204,0.05444157666142276
288349,0.059918565958315365
286093,0.059918565958315365
286806,0.05444157666142276
288347,0.059918565958315365
286101,0.33029369071846376
286221,0.12081509324296517
286207,0.10845894705286582
286092,0.05444157666142276
285950,0.05444157666142276
286333,0.05444157666142276
286336,0.05444157666142276
286219,0.05444157666142276
286210,0.05444157666142276
285959,0.05444157666142276
286217,0.10845894705286582
285957,0.05444157666142276
286018,0.05444157666142276
288329,0.059918565958315365
286025,0.059918565958315365
285961,0.05444157666142276
286091,0.059918565958315365
288353,0.22899528079462916
286344,0.19399346420371516
286813,0.24063658960666778
286090,0.059918565958315365
286345,0.059918565958315365
286202,0.055715267161127756
286397,0.05444157666142276
286231,0.07653919394095762
286199,0.055715267161127756
286346,0.059918565958315365
286408,0.05444157666142276
286198,0.055715267161127756
286227,0.10845894705286582
286421,0.05444157666142276
287317,0.5805398486130948
286686,0.05947156364185043
286343,0.059918565958315365
286354,0.059918565958315365
286196,0.059918565958315365
286195,0.05444157666142276
287175,0.05444157666142276
286224,0.059918565958315365
286341,0.05444157666142276
286089,0.059918565958315365
287155,0.22619926830546114
287154,0.7362403068393661
286229,0.05444157666142276
286689,0.059918565958315365
286688,0.05444157666142276
286222,0.05444157666142276
286422,0.05444157666142276
286350,0.10845894705286582
286535,0.055715267161127756
286447,0.05444157666142276
286116,0.05444157666142276
286182,0.06443761811583537
286954,0.24063658960666778
288327,0.10845894705286582
286197,0.055715267161127756
287147,0.7362403068393661
288404,0.059918565958315365
286179,0.06443761811583537
286178,0.059918565958315365
286177,0.05444157666142276
287149,0.7362403068393661
286439,0.05444157666142276
286436,0.059918565958315365
287144,0.24063658960666778
286181,0.06443761811583537
287171,0.7362403068393661
286433,0.05444157666142276
286428,0.05444157666142276
286434,0.05444157666142276
286200,0.08617145305158268
287679,0.11528653218403777
287146,0.05444157666142276
288324,0.10845894705286582
288358,0.059918565958315365
286183,0.05444157666142276
288330,0.19399346420371516
286909,0.059918565958315365
286908,0.05444157666142276
286102,0.05444157666142276
287151,0.05444157666142276
288422,0.059918565958315365
286426,0.05444157666142276
286430,0.05444157666142276
286424,0.09853763110912486
288328,0.059918565958315365
286521,0.055715267161127756
287745,0.06898431262415725
287754,0.059918565958315365
287747,0.06898431262415725
287680,0.05444157666142276
287741,0.06898431262415725
286201,0.055715267161127756
287172,0.7362403068393661
286208,0.05444157666142276
286437,0.05444157666142276
286237,0.059918565958315365
286236,0.05444157666142276
286194,0.07571191784113766
286235,0.059918565958315365
286232,0.05444157666142276
286314,0.059918565958315365
286316,0.059918565958315365
286315,0.05444157666142276
286317,0.059918565958315365
286239,0.05444157666142276
286240,0.059918565958315365
286238,0.05444157666142276
286230,0.09853763110912486
286161,0.059918565958315365
286417,0.12081509324296517
286164,0.24063658960666778
286285,0.059918565958315365
286283,0.05444157666142276
286309,0.05444157666142276
286310,0.059918565958315365
288359,0.11365319758436736
286193,0.07571191784113766
286355,0.05444157666142276
286284,0.059918565958315365
286289,0.05444157666142276
286311,0.06898431262415725
286323,0.05444157666142276
286322,0.059918565958315365
286418,0.12081509324296517
286324,0.05444157666142276
288360,0.19399346420371516
286631,0.05444157666142276
286630,0.05444157666142276
287014,0.05444157666142276
286329,0.5805398486130948
286330,0.5805398486130948
286683,0.05444157666142276
286633,0.06898431262415725
287113,0.05444157666142276
286326,0.059918565958315365
286449,0.05444157666142276
286626,0.05444157666142276
286328,0.059918565958315365
286442,0.05444157666142276
286443,0.059918565958315365
286216,0.059918565958315365
286452,0.05444157666142276
286331,0.07245647510860467
287015,0.05444157666142276
286325,0.09853763110912486
286445,0.05444157666142276
286327,0.059918565958315365
286215,0.059918565958315365
286756,0.05444157666142276
286628,0.059918565958315365
286854,0.05444157666142276
286642,0.07571191784113766
286497,0.05444157666142276
286407,0.05444157666142276
286757,0.07571191784113766
287182,0.06494855293874302
286681,0.05444157666142276
287181,0.09853763110912486
286629,0.059918565958315365
286391,0.05444157666142276
286490,0.05444157666142276
286410,0.05444157666142276
286555,0.07571191784113766
286487,0.05444157666142276
286467,0.05444157666142276
286564,0.059918565958315365
286561,0.05444157666142276
286469,0.05444157666142276
286655,0.06218264856019873
286559,0.07571191784113766
286816,0.05444157666142276
286409,0.170206493949124
286465,0.05444157666142276
286805,0.05444157666142276
286463,0.05444157666142276
286656,0.06218264856019873
286654,0.05715266157977107
286366,0.14962821801299192
286658,0.06218264856019873
286517,0.05444157666142276
286510,0.05444157666142276
286577,0.05444157666142276
286482,0.059918565958315365
286582,0.24063658960666778
286484,0.059918565958315365
286704,0.05444157666142276
286551,0.05444157666142276
286567,0.05444157666142276
286796,0.05444157666142276
286700,0.05444157666142276
286712,0.05444157666142276
286581,0.05444157666142276
286459,0.05444157666142276
286458,0.05444157666142276
286464,0.05444157666142276
286703,0.05444157666142276
286660,0.06218264856019873
286502,0.05444157666142276
286661,0.06218264856019873
286662,0.13990193349895813
286797,0.05444157666142276
286494,0.05444157666142276
286501,0.059918565958315365
286405,0.07245647510860467
286515,0.05444157666142276
286498,0.05444157666142276
286477,0.05444157666142276
286475,0.059918565958315365
286549,0.05444157666142276
286491,0.05444157666142276
286546,0.05444157666142276
286571,0.05444157666142276
286457,0.05444157666142276
286699,0.05444157666142276
286568,0.05444157666142276
286518,0.05444157666142276
286570,0.05444157666142276
286665,0.06218264856019873
286664,0.06218264856019873
286698,0.05444157666142276
286496,0.05444157666142276
286486,0.059918565958315365
286466,0.059918565958315365
286755,0.05444157666142276
286512,0.05444157666142276
286456,0.09853763110912486
286579,0.05444157666142276
286710,0.05444157666142276
286572,0.05444157666142276
286576,0.05444157666142276
286504,0.05444157666142276
286505,0.059918565958315365
286680,0.09853763110912486
287016,0.05444157666142276
286538,0.05444157666142276
286708,0.059918565958315365
286713,0.24063658960666778
286773,0.09853763110912486
286693,0.05444157666142276
286783,0.055715267161127756
286794,0.05646556698641895
286406,0.05444157666142276
286691,0.05444157666142276
286777,0.055715267161127756
287013,0.055715267161127756
286605,0.05444157666142276
286711,0.059918565958315365
287011,0.059918565958315365
287012,0.05444157666142276
287067,0.05444157666142276
286553,0.05444157666142276
286586,0.23535227106430634
286540,0.05444157666142276
286709,0.059918565958315365
286435,0.05444157666142276
286682,0.05444157666142276
286788,0.27563840619758173
286613,0.05444157666142276
286696,0.18280015786562975
287010,0.05947156364185043
286441,0.059918565958315365
286542,0.059918565958315365
286795,0.05444157666142276
286544,0.05444157666142276
286615,0.05444157666142276
286584,0.05715266157977107
286714,0.10845894705286582
286606,0.05444157666142276
286438,0.059918565958315365
286793,0.05444157666142276
286770,0.059918565958315365
286768,0.06494855293874302
286767,0.07653919394095762
286769,0.05947156364185043
286735,0.05444157666142276
286618,0.06898431262415725
287006,0.05444157666142276
286532,0.06898431262415725
286759,0.07653919394095762
286812,0.059918565958315365
286809,0.05715266157977107
286670,0.05444157666142276
286771,0.05947156364185043
286736,0.059918565958315365
286647,0.36529550730937776
286619,0.05444157666142276
286524,0.05444157666142276
286763,0.05444157666142276
286753,0.05444157666142276
286533,0.10845894705286582
287112,0.059918565958315365
287110,0.059918565958315365
286650,0.05444157666142276
287095,0.059918565958315365
286790,0.05444157666142276
286787,0.05444157666142276
286649,0.059918565958315365
286671,0.33029369071846376
286820,0.24063658960666778
287097,0.059918565958315365
287096,0.059918565958315365
287115,0.19399346420371516
286782,0.05444157666142276
286591,0.059918565958315365
286592,0.059918565958315365
286534,0.05444157666142276
286677,0.05444157666142276
286982,0.14089771710191523
286646,0.06494855293874302
286612,0.09853763110912486
286614,0.10845894705286582
286608,0.09853763110912486
286610,0.10845894705286582
286593,0.059918565958315365
286594,0.059918565958315365
286648,0.05444157666142276
286746,0.059918565958315365
286743,0.059918565958315365
286744,0.05444157666142276
286745,0.06443761811583537
287008,0.05444157666142276
286789,0.05444157666142276
286749,0.05444157666142276
286750,0.059918565958315365
286780,0.05444157666142276
286597,0.6516573435858037
286598,0.06548766095857411
286595,0.06898431262415725
286599,0.06898431262415725
286825,0.059918565958315365
286975,0.059918565958315365
286637,0.059918565958315365
286792,0.05444157666142276
286823,0.07245647510860467
286828,0.05444157666142276
286774,0.27563840619758173
286832,0.059918565958315365
286827,0.07245647510860467
286822,0.07245647510860467
286829,0.059918565958315365
286666,0.05715266157977107
286833,0.05444157666142276
286640,0.059918565958315365
286821,0.05444157666142276
287176,0.7362403068393661
286928,0.07245647510860467
286910,0.05444157666142276
286932,0.07245647510860467
286931,0.05444157666142276
286720,0.059918565958315365
286861,0.05444157666142276
287177,0.08523634905784279
287179,0.10845894705286582
286952,0.061192256458020344
286858,0.05444157666142276
286919,0.07245647510860467
286852,0.05444157666142276
286721,0.19399346420371516
286894,0.09853763110912486
286851,0.05444157666142276
286667,0.05715266157977107
286950,0.36529550730937776
286972,0.059918565958315365
286949,0.055715267161127756
286933,0.09853763110912486
286907,0.059918565958315365
286906,0.05444157666142276
286918,0.059918565958315365
286915,0.05444157666142276
287098,0.05444157666142276
286857,0.05444157666142276
287300,0.16676754916997755
286897,0.05444157666142276
286817,0.059918565958315365
287024,0.05444157666142276
286937,0.09853763110912486
287102,0.05444157666142276
287299,0.7362403068393661
286911,0.05444157666142276
286914,0.059918565958315365
286913,0.06898431262415725
286935,0.05444157666142276
286855,0.05444157666142276
286734,0.059918565958315365
286901,0.05444157666142276
287560,0.05444157666142276
287104,0.05444157666142276
286865,0.05444157666142276
286947,0.05444157666142276
287301,0.05444157666142276
286853,0.05444157666142276
287078,0.10845894705286582
286934,0.10845894705286582
286867,0.05444157666142276
286868,0.059918565958315365
286860,0.05444157666142276
286818,0.059918565958315365
286961,0.059918565958315365
286960,0.05444157666142276
286819,0.13990193349895813
286862,0.05444157666142276
286943,0.05444157666142276
286838,0.059918565958315365
286916,0.05444157666142276
286863,0.05444157666142276
287101,0.06494855293874302
286900,0.05444157666142276
286903,0.05444157666142276
287007,0.05444157666142276
287105,0.059918565958315365
286834,0.06548766095857411
286835,0.059918565958315365
286824,0.059918565958315365
287109,0.059918565958315365
286946,0.05444157666142276
286902,0.05444157666142276
286945,0.05444157666142276
287116,0.05444157666142276
286904,0.05444157666142276
287136,0.20413181883516424
287617,0.05444157666142276
286984,0.059918565958315365
286836,0.059918565958315365
286830,0.059918565958315365
286905,0.05444157666142276
287118,0.05444157666142276
287117,0.059918565958315365
286944,0.05444157666142276
286869,0.05444157666142276
286912,0.09853763110912486
287137,0.05947156364185043
286848,0.10845894705286582
287019,0.33029369071846376
286846,0.059918565958315365
287087,0.05444157666142276
287035,0.05444157666142276
287017,0.27157809438818853
287022,0.18280015786562975
287134,0.36529550730937776
287032,0.05444157666142276
287040,0.05444157666142276
287020,0.05444157666142276
286847,0.059918565958315365
286881,0.05444157666142276
286882,0.059918565958315365
286883,0.059918565958315365
286890,0.07571191784113766
286889,0.14089771710191523
286888,0.06898431262415725
286886,0.059918565958315365
286887,0.059918565958315365
286885,0.059918565958315365
286884,0.059918565958315365
287162,0.05589486040622553
287164,0.059918565958315365
287161,0.059918565958315365
287163,0.059918565958315365
286891,0.24610930187095964
287523,0.05444157666142276
287579,0.055715267161127756
287103,0.059918565958315365
286898,0.05444157666142276
287527,0.05444157666142276
287303,0.05444157666142276
287306,0.059918565958315365
287525,0.05444157666142276
286899,0.05444157666142276
286927,0.5805398486130948
287307,0.05444157666142276
287580,0.06494855293874302
287269,0.05715266157977107
287271,0.05415071269778765
287272,0.059918565958315365
287270,0.059918565958315365
287688,0.05444157666142276
287262,0.05444157666142276
286973,0.09853763110912486
287424,0.05444157666142276
287423,0.05444157666142276
287489,0.20035045447339234
287166,0.059918565958315365
287092,0.05444157666142276
286986,0.059918565958315365
286987,0.059918565958315365
286988,0.059918565958315365
286989,0.06898431262415725
287421,0.05444157666142276
287090,0.05444157666142276
287153,0.05444157666142276
287199,0.1347076829674566
287165,0.10845894705286582
287263,0.22619926830546114
287043,0.059918565958315365
287051,0.059918565958315365
287066,0.059918565958315365
287023,0.059918565958315365
287050,0.059918565958315365
287052,0.10845894705286582
287048,0.19399346420371516
287337,0.055715267161127756
287350,0.059918565958315365
287351,0.059918565958315365
287347,0.059918565958315365
287064,0.059918565958315365
287261,0.05444157666142276
287061,0.10845894705286582
287054,0.059918565958315365
287632,0.05444157666142276
287038,0.19399346420371516
287053,0.10845894705286582
287343,0.059918565958315365
287637,0.05444157666142276
287071,0.059918565958315365
287634,0.05444157666142276
287037,0.059918565958315365
287273,0.23535227106430634
287041,0.059918565958315365
287026,0.059918565958315365
287058,0.19399346420371516
287034,0.059918565958315365
287633,0.05444157666142276
287039,0.059918565958315365
287260,0.059918565958315365
287490,0.1347076829674566
287635,0.05444157666142276
287329,0.055715267161127756
287049,0.059918565958315365
287030,0.059918565958315365
287073,0.1808457136790807
287075,0.7362403068393661
287076,0.1808457136790807
287074,0.48647152328967047
287060,0.059918565958315365
287631,0.05444157666142276
287588,0.059918565958315365
287100,0.059918565958315365
287719,0.06218264856019873
290134,0.05715266157977107
290149,0.059918565958315365
287159,0.059918565958315365
287158,0.05444157666142276
287881,0.06494855293874302
287886,0.06494855293874302
287888,0.06494855293874302
287763,0.7362403068393661
290187,0.059918565958315365
290185,0.05715266157977107
287769,0.06443761811583537
287764,0.05444157666142276
287766,0.06898431262415725
287712,0.05444157666142276
287899,0.05715266157977107
287293,0.059918565958315365
287291,0.05444157666142276
288322,0.059918565958315365
288323,0.059918565958315365
287392,0.059918565958315365
287393,0.059918565958315365
287643,0.06494855293874302
287642,0.06218264856019873
287641,0.05992214616806968
287288,0.059918565958315365
287287,0.05444157666142276
287389,0.059918565958315365
287391,0.059918565958315365
287390,0.059918565958315365
287283,0.05444157666142276
287285,0.059918565958315365
287245,0.06494855293874302
287246,0.06218264856019873
287695,0.10845894705286582
287365,0.33029369071846376
287639,0.06218264856019873
287358,0.059918565958315365
287362,0.05715266157977107
287644,0.05992214616806968
287645,0.06218264856019873
287646,0.06494855293874302
289773,0.05715266157977107
287689,0.33029369071846376
290182,0.059918565958315365
290179,0.05715266157977107
296240,0.059918565958315365
287757,0.24063658960666778
287758,0.19399346420371516
287319,0.05444157666142276
288142,0.05444157666142276
287696,0.10845894705286582
296084,0.05519187648671396
287707,0.06218264856019873
287415,0.05715266157977107
287416,0.059918565958315365
287417,0.058648455668364685
287388,0.05715266157977107
287121,0.05444157666142276
287705,0.10845894705286582
287708,0.05444157666142276
287099,0.06494855293874302
290151,0.05715266157977107
290153,0.059918565958315365
287684,0.05992214616806968
287685,0.06218264856019873
287690,0.06494855293874302
287530,0.05444157666142276
287344,0.059918565958315365
287331,0.05715266157977107
287894,0.06494855293874302
287546,0.06218264856019873
287699,0.059918565958315365
288737,0.059918565958315365
287323,0.059918565958315365
287328,0.05715266157977107
287759,0.06443761811583537
287760,0.06898431262415725
287336,0.059918565958315365
287338,0.05715266157977107
287333,0.059918565958315365
287122,0.10845894705286582
287366,0.05715266157977107
287360,0.059918565958315365
287363,0.059918565958315365
287123,0.059918565958315365
287130,0.07571191784113766
287129,0.09542267276935784
287127,0.07571191784113766
287131,0.059918565958315365
287125,0.6516573435858037
287133,0.059918565958315365
287126,0.07571191784113766
287124,0.07571191784113766
287128,0.07571191784113766
287132,0.059918565958315365
287824,0.059918565958315365
287693,0.10845894705286582
287574,0.05444157666142276
287547,0.06218264856019873
287670,0.19399346420371516
287518,0.24063658960666778
287669,0.24063658960666778
287519,0.19399346420371516
287536,0.05444157666142276
287549,0.05589486040622553
287788,0.06898431262415725
287785,0.06898431262415725
287787,0.06898431262415725
287784,0.06443761811583537
287783,0.05444157666142276
287786,0.06898431262415725
287911,0.05589486040622553
287406,0.05444157666142276
287313,0.05444157666142276
287501,0.059918565958315365
287140,0.05589486040622553
288739,0.059918565958315365
287274,0.05444157666142276
287500,0.059918565958315365
287771,0.24063658960666778
287505,0.05444157666142276
288149,0.059918565958315365
288147,0.05444157666142276
288153,0.06898431262415725
287873,0.05589486040622553
287869,0.05589486040622553
287827,0.05589486040622553
287503,0.13305687866426533
287499,0.19399346420371516
287893,0.05589486040622553
287855,0.05715266157977107
287506,0.33029369071846376
287278,0.05444157666142276
287281,0.06898431262415725
287280,0.059918565958315365
287277,0.19399346420371516
287276,0.24063658960666778
287777,0.059918565958315365
287775,0.05444157666142276
287325,0.059918565958315365
287316,0.059918565958315365
287318,0.05589486040622553
287321,0.059918565958315365
287779,0.059918565958315365
287778,0.05444157666142276
288414,0.059918565958315365
288415,0.05444157666142276
287548,0.05589486040622553
287496,0.07245647510860467
287887,0.1347076829674566
287907,0.05589486040622553
287541,0.09853763110912486
287756,0.059918565958315365
287755,0.05444157666142276
287534,0.05444157666142276
288618,0.11528653218403777
287420,0.06898431262415725
287606,0.059918565958315365
287602,0.059918565958315365
287135,0.055715267161127756
287495,0.07245647510860467
287692,0.059918565958315365
287252,0.05589486040622553
287256,0.059918565958315365
287502,0.059918565958315365
287773,0.7362403068393661
287676,0.19399346420371516
287675,0.18280015786562975
290227,0.05715266157977107
287543,0.05444157666142276
287742,0.09853763110912486
287224,0.10845894705286582
287776,0.05444157666142276
289626,0.059918565958315365
287985,0.05444157666142276
287984,0.05444157666142276
287427,0.05715266157977107
287438,0.05715266157977107
287431,0.059918565958315365
287433,0.059918565958315365
287440,0.05715266157977107
287419,0.059918565958315365
287434,0.05715266157977107
287436,0.05715266157977107
287418,0.05715266157977107
287435,0.059918565958315365
287437,0.059918565958315365
287430,0.05715266157977107
287432,0.05715266157977107
287439,0.059918565958315365
287441,0.059918565958315365
287429,0.059918565958315365
287468,0.05715266157977107
287470,0.059918565958315365
287469,0.059918565958315365
287471,0.059918565958315365
287454,0.059918565958315365
287462,0.059918565958315365
287443,0.059918565958315365
287444,0.059918565958315365
287451,0.059918565958315365
287447,0.059918565958315365
